FrameId,Event,Type,OId,HId,D
48,25,MATCH,gt_1,det_12,0.08844207143661918
48,26,MATCH,gt_2,det_14,0.08586617494683224
48,27,MATCH,gt_3,det_15,0.0992219733728373
48,28,MATCH,gt_4,det_13,0.06354525946126896
48,29,MATCH,gt_5,det_16,0.1288603895694873
49,25,MATCH,gt_1,det_12,0.06276145313805352
49,26,MATCH,gt_2,det_14,0.05250714237130001
49,27,MATCH,gt_3,det_15,0.038379682124790614
49,28,MATCH,gt_4,det_13,0.06745368781616039
49,29,MATCH,gt_5,det_16,0.10131633629380724
50,25,MATCH,gt_1,det_12,0.058472215624175365
50,26,MATCH,gt_2,det_14,0.0972985097522057
50,27,MATCH,gt_3,det_15,0.027874719729532822
50,28,MATCH,gt_4,det_13,0.08758995376183289
50,29,MATCH,gt_5,det_16,0.047296934361541094
51,25,MATCH,gt_1,det_12,0.06634756966159303
51,26,MATCH,gt_2,det_14,0.07139327699440588
51,27,MATCH,gt_3,det_15,0.04705316142407387
51,28,MATCH,gt_4,det_13,0.08139410298049828
51,29,MATCH,gt_5,det_16,0.09076342875850427
52,25,MATCH,gt_1,det_12,0.08305419917138317
52,26,MATCH,gt_2,det_14,0.09526804291051642
52,27,MATCH,gt_3,det_15,0.045803929962394706
52,28,MATCH,gt_4,det_13,0.19360010330575717
52,29,MATCH,gt_5,det_16,0.1011236866416571
53,25,MATCH,gt_1,det_12,0.06847627326308005
53,26,MATCH,gt_2,det_14,0.08774964387392084
53,27,MATCH,gt_3,det_15,0.05243090691567353
53,28,MATCH,gt_4,det_13,0.20286562696493907
53,29,MATCH,gt_5,det_16,0.09410632284814817
54,25,MATCH,gt_1,det_12,0.11253888216967632
54,26,MATCH,gt_2,det_14,0.1371313239198106
54,27,MATCH,gt_3,det_15,0.042379240200834147
54,28,MATCH,gt_4,det_13,0.21334542757730818
54,29,MATCH,gt_5,det_16,0.12184416276539414
55,25,MATCH,gt_2,det_14,0.06001666435249471
55,26,MATCH,gt_3,det_15,0.07705193054038317
55,27,MATCH,gt_4,det_13,0.21599721066219907
55,28,MATCH,gt_5,det_16,0.11208925015361591
55,29,MISS,gt_1,,
55,30,FP,,det_12,
56,25,MATCH,gt_1,det_12,0.11563304026099117
56,26,MATCH,gt_2,det_14,0.09334345183246692
56,27,MATCH,gt_3,det_15,0.07209715667070367
56,28,MATCH,gt_4,det_13,0.2308482791312056
56,29,MATCH,gt_5,det_16,0.10387492478938348
57,25,MATCH,gt_1,det_12,0.06201612693485452
57,26,MATCH,gt_2,det_14,0.08499999999999963
57,27,MATCH,gt_3,det_15,0.07304792947099897
57,28,MATCH,gt_4,det_13,0.23261372282030462
57,29,MATCH,gt_5,det_16,0.06809552114493249
58,25,MATCH,gt_1,det_12,0.07965550828411055
58,26,MATCH,gt_2,det_14,0.0504083326445141
58,27,MATCH,gt_3,det_15,0.09322553298319107
58,28,MATCH,gt_4,det_13,0.2936596150802584
58,29,MATCH,gt_5,det_16,0.11351211389098478
59,25,MATCH,gt_1,det_12,0.05883026432033053
59,26,MATCH,gt_2,det_14,0.10826356727911753
59,27,MATCH,gt_3,det_15,0.07559100475585714
59,28,MATCH,gt_4,det_13,0.28032994509389003
59,29,MATCH,gt_5,det_16,0.08884818512496412
60,25,MATCH,gt_1,det_12,0.06643041472096943
60,26,MATCH,gt_2,det_14,0.12090905673273583
60,27,MATCH,gt_3,det_15,0.1011632344283238
60,28,MATCH,gt_4,det_13,0.29584210994484894
60,29,MATCH,gt_5,det_16,0.10374005976477904
61,25,MATCH,gt_1,det_12,0.08952094726934039
61,26,MATCH,gt_2,det_14,0.09278469701410891
61,27,MATCH,gt_3,det_15,0.16930741271426977
61,28,MATCH,gt_4,det_13,0.3357775694969591
61,29,MATCH,gt_5,det_16,0.04459820624195608
62,25,MATCH,gt_1,det_12,0.0660757141467271
62,26,MATCH,gt_2,det_14,0.07479304780526053
62,27,MATCH,gt_3,det_15,0.15510319145652718
62,28,MATCH,gt_4,det_13,0.3687638630663277
62,29,MATCH,gt_5,det_16,0.07882892870006561
63,25,MATCH,gt_2,det_14,0.10863701026814063
63,26,MATCH,gt_3,det_15,0.18285786830213197
63,27,MATCH,gt_4,det_13,0.36314246344026324
63,28,MATCH,gt_5,det_16,0.07586171630012106
63,29,MISS,gt_1,,
63,30,FP,,det_12,
64,25,MATCH,gt_2,det_14,0.1118972743189043
64,26,MATCH,gt_3,det_15,0.13447304562625173
64,27,MATCH,gt_4,det_13,0.3998138832935126
64,28,MATCH,gt_5,det_16,0.0852291030106498
64,29,MISS,gt_1,,
64,30,FP,,det_12,
65,25,MATCH,gt_2,det_14,0.1318597740025366
65,26,MATCH,gt_3,det_15,0.08673522929006414
65,27,MATCH,gt_4,det_13,0.4679326549078253
65,28,MATCH,gt_5,det_16,0.07778174593052047
65,29,MISS,gt_1,,
65,30,FP,,det_12,
66,25,MATCH,gt_2,det_14,0.15339165557487158
66,26,MATCH,gt_3,det_15,0.1256662245792405
66,27,MATCH,gt_4,det_13,0.48703743165571484
66,28,MATCH,gt_5,det_16,0.09495788540189791
66,29,MISS,gt_1,,
66,30,FP,,det_12,
67,25,MATCH,gt_2,det_14,0.12711018841933874
67,26,MATCH,gt_3,det_15,0.10278618584226175
67,27,MATCH,gt_5,det_16,0.10147906187977851
67,28,MISS,gt_1,,
67,29,MISS,gt_4,,
67,30,FP,,det_12,
67,31,FP,,det_13,
68,25,MATCH,gt_2,det_14,0.1053612832116241
68,26,MATCH,gt_3,det_15,0.07559100475585699
68,27,MATCH,gt_5,det_16,0.04337049688440275
68,28,MISS,gt_1,,
68,29,MISS,gt_4,,
68,30,FP,,det_12,
68,31,FP,,det_13,
69,25,MATCH,gt_2,det_14,0.09113725912051499
69,26,MATCH,gt_3,det_15,0.08525843066817487
69,27,MATCH,gt_5,det_16,0.040162171256046424
69,28,MISS,gt_1,,
69,29,MISS,gt_4,,
69,30,FP,,det_12,
69,31,FP,,det_13,
70,25,MATCH,gt_2,det_14,0.07056911505750946
70,26,MATCH,gt_3,det_15,0.10348429832588124
70,27,MATCH,gt_5,det_16,0.04041039470235308
70,28,MISS,gt_1,,
70,29,MISS,gt_4,,
70,30,FP,,det_12,
70,31,FP,,det_13,
71,25,MATCH,gt_2,det_14,0.13384319183283067
71,26,MATCH,gt_3,det_15,0.09650388593212186
71,27,MATCH,gt_5,det_16,0.005830951894845268
71,28,MISS,gt_1,,
71,29,MISS,gt_4,,
71,30,FP,,det_12,
71,31,FP,,det_13,
72,25,MATCH,gt_1,det_12,0.38644506093876513
72,26,MATCH,gt_2,det_14,0.14313979181206046
72,27,MATCH,gt_3,det_15,0.07374279625834655
72,28,MATCH,gt_5,det_16,0.03802630668366294
72,29,MISS,gt_4,,
72,30,FP,,det_13,
73,25,MATCH,gt_1,det_12,0.12978405459241235
73,26,MATCH,gt_2,det_14,0.05967411499134292
73,27,MATCH,gt_3,det_15,0.09841747812253676
73,28,MATCH,gt_5,det_16,0.046872166581031424
73,29,MISS,gt_4,,
73,30,FP,,det_13,
74,25,MATCH,gt_1,det_12,0.23602754076590202
74,26,MATCH,gt_2,det_14,0.08568547134724806
74,27,MATCH,gt_3,det_15,0.10839741694339398
74,28,MATCH,gt_5,det_16,0.07769169839822025
74,29,MISS,gt_4,,
74,30,FP,,det_13,
75,25,MATCH,gt_2,det_14,0.0702424373153435
75,26,MATCH,gt_3,det_15,0.1378005805503009
75,27,MATCH,gt_5,det_16,0.041448763552125414
75,28,MISS,gt_1,,
75,29,MISS,gt_4,,
75,30,FP,,det_12,
75,31,FP,,det_13,
76,25,MATCH,gt_2,det_14,0.1050476082545435
76,26,MATCH,gt_3,det_15,0.12130127781684744
76,27,MATCH,gt_5,det_16,0.0538887743412297
76,28,MISS,gt_1,,
76,29,MISS,gt_4,,
76,30,FP,,det_12,
76,31,FP,,det_13,
77,25,MATCH,gt_2,det_14,0.05568662316930333
77,26,MATCH,gt_3,det_15,0.12365678307314971
77,27,MATCH,gt_4,det_13,0.28765604460883487
77,28,MATCH,gt_5,det_16,0.07144928271158467
77,29,MISS,gt_1,,
77,30,FP,,det_12,
78,25,MATCH,gt_2,det_14,0.11459930191759495
78,26,MATCH,gt_3,det_15,0.11562439189029287
78,27,MATCH,gt_4,det_13,0.21448076836863503
78,28,MATCH,gt_5,det_16,0.04532107677449843
78,29,MISS,gt_1,,
78,30,FP,,det_12,
79,25,MATCH,gt_2,det_14,0.08656211642514348
79,26,MATCH,gt_3,det_15,0.14808443537387694
79,27,MATCH,gt_4,det_13,0.26673957336698306
79,28,MATCH,gt_5,det_16,0.04789572005931227
79,29,MISS,gt_1,,
79,30,FP,,det_12,
80,25,MATCH,gt_2,det_14,0.10337311062360427
80,26,MATCH,gt_3,det_15,0.14456486433431875
80,27,MATCH,gt_4,det_13,0.27112727638509554
80,28,MATCH,gt_5,det_16,0.03489985673323027
80,29,MISS,gt_1,,
80,30,FP,,det_12,
81,25,MATCH,gt_2,det_14,0.07516648189186416
81,26,MATCH,gt_3,det_15,0.0936215787091843
81,27,MATCH,gt_4,det_13,0.38506752654566956
81,28,MATCH,gt_5,det_16,0.04920365840057044
81,29,MISS,gt_1,,
81,30,FP,,det_12,
82,25,MATCH,gt_2,det_14,0.0776208734813006
82,26,MATCH,gt_3,det_15,0.09875727821279813
82,27,MATCH,gt_4,det_13,0.330225680406597
82,28,MATCH,gt_5,det_16,0.03377869150810893
82,29,MISS,gt_1,,
82,30,FP,,det_12,
83,25,MATCH,gt_2,det_14,0.07833900688673547
83,26,MATCH,gt_3,det_15,0.0728628849277872
83,27,MATCH,gt_4,det_13,0.34213886069840077
83,28,MATCH,gt_5,det_16,0.039509492530276774
83,29,MISS,gt_1,,
83,30,FP,,det_12,
84,25,MATCH,gt_2,det_14,0.08062257748298514
84,26,MATCH,gt_3,det_15,0.13464397498588632
84,27,MATCH,gt_4,det_13,0.2596863492754286
84,28,MATCH,gt_5,det_16,0.06348228099241562
84,29,MISS,gt_1,,
84,30,FP,,det_12,
85,25,MATCH,gt_2,det_14,0.07213875518748533
85,26,MATCH,gt_3,det_15,0.10093066927351674
85,27,MATCH,gt_4,det_13,0.22171603460282274
85,28,MATCH,gt_5,det_16,0.09898484732523444
85,29,MISS,gt_1,,
85,30,FP,,det_12,
86,25,MATCH,gt_1,det_12,0.06949100661236636
86,26,MATCH,gt_2,det_14,0.07505997601918081
86,27,MATCH,gt_3,det_15,0.15888675212238434
86,28,MATCH,gt_4,det_13,0.25593016625634485
86,29,MATCH,gt_5,det_16,0.10432641084595973
87,25,MATCH,gt_1,det_12,0.06325345840347374
87,26,MATCH,gt_2,det_14,0.07655716818169292
87,27,MATCH,gt_3,det_15,0.08046117075956576
87,28,MATCH,gt_4,det_13,0.3723116973719722
87,29,MATCH,gt_5,det_16,0.1225928219758397
88,25,MATCH,gt_1,det_12,0.14378108359586056
88,26,MATCH,gt_2,det_14,0.07438413809408558
88,27,MATCH,gt_3,det_15,0.11618519699169956
88,28,MATCH,gt_4,det_13,0.45966536741416447
88,29,MATCH,gt_5,det_16,0.10427847332982959
89,25,MATCH,gt_1,det_12,0.11807624655280972
89,26,MATCH,gt_2,det_14,0.06086871117413282
89,27,MATCH,gt_3,det_15,0.06309516621738956
89,28,MATCH,gt_4,det_13,0.4408559855553736
89,29,MATCH,gt_5,det_16,0.10016985574512928
90,25,MATCH,gt_1,det_12,0.06376519426772041
90,26,MATCH,gt_2,det_14,0.06536818798161677
90,27,MATCH,gt_3,det_15,0.12376186811776876
90,28,MATCH,gt_4,det_13,0.21300938946440776
90,29,MATCH,gt_5,det_16,0.09330058949438635
91,25,MATCH,gt_1,det_12,0.12600793625799936
91,26,MATCH,gt_2,det_14,0.09918165152889903
91,27,MATCH,gt_3,det_15,0.13474049131571408
91,28,MATCH,gt_4,det_13,0.14921125962875578
91,29,MATCH,gt_5,det_16,0.07972452571197897
92,25,MATCH,gt_1,det_12,0.14456486433431884
92,26,MATCH,gt_2,det_14,0.09522079604792169
92,27,MATCH,gt_3,det_15,0.09950879358127099
92,28,MATCH,gt_4,det_13,0.17027330971118176
92,29,MATCH,gt_5,det_16,0.0773110600108416
93,25,MATCH,gt_1,det_12,0.14242541907960118
93,26,MATCH,gt_2,det_14,0.08436824046997755
93,27,MATCH,gt_3,det_15,0.07747902942086989
93,28,MATCH,gt_4,det_13,0.15205591076968997
93,29,MATCH,gt_5,det_16,0.09063112048297806
94,25,MATCH,gt_1,det_12,0.14628738838327737
94,26,MATCH,gt_2,det_14,0.09559288676465413
94,27,MATCH,gt_3,det_15,0.12055704044144437
94,28,MATCH,gt_4,det_13,0.12054459755625724
94,29,MATCH,gt_5,det_16,0.15763565586503558
95,25,MATCH,gt_1,det_12,0.08957678270623462
95,26,MATCH,gt_2,det_14,0.11258774356030068
95,27,MATCH,gt_3,det_15,0.178283482128884
95,28,MATCH,gt_4,det_13,0.16164776521808144
95,29,MATCH,gt_5,det_16,0.14347473645210218
96,25,MATCH,gt_1,det_12,0.17716941045225573
96,26,MATCH,gt_2,det_14,0.08973850901368904
96,27,MATCH,gt_3,det_15,0.1578353572555913
96,28,MATCH,gt_4,det_13,0.1943141785871529
96,29,MATCH,gt_5,det_16,0.15884583721331716
97,25,MATCH,gt_1,det_12,0.08218272324521753
97,26,MATCH,gt_2,det_14,0.0675425791630734
97,27,MATCH,gt_3,det_15,0.16253307355735314
97,28,MATCH,gt_4,det_13,0.1573308615625043
97,29,MATCH,gt_5,det_16,0.15804429758773242
98,25,MATCH,gt_1,det_12,0.07913279977354531
98,26,MATCH,gt_2,det_14,0.04023679907746135
98,27,MATCH,gt_3,det_15,0.12453513560437458
98,28,MATCH,gt_4,det_13,0.18140286657051474
98,29,MATCH,gt_5,det_16,0.14720394016465732
99,25,MATCH,gt_1,det_12,0.08656211642514272
99,26,MATCH,gt_2,det_14,0.046840153714521555
99,27,MATCH,gt_3,det_15,0.19558374165558878
99,28,MATCH,gt_4,det_13,0.153225324277679
99,29,MATCH,gt_5,det_16,0.20100000000000115
100,25,MATCH,gt_2,det_14,0.09167878707749122
100,26,MATCH,gt_3,det_15,0.17547934351370256
100,27,MATCH,gt_4,det_13,0.16826467246573146
100,28,MATCH,gt_5,det_16,0.1911674658512802
100,29,MISS,gt_1,,
100,30,FP,,det_12,
101,25,MATCH,gt_1,det_12,0.03286335345030975
101,26,MATCH,gt_2,det_14,0.07761443164772955
101,27,MATCH,gt_3,det_15,0.21679483388678752
101,28,MATCH,gt_4,det_13,0.19139487976432368
101,29,MATCH,gt_5,det_16,0.16872166428766644
102,25,MATCH,gt_1,det_12,0.05101960407529632
102,26,MATCH,gt_2,det_14,0.05241183072551387
102,27,MATCH,gt_3,det_15,0.22818632737304845
102,28,MATCH,gt_4,det_13,0.11435908359199123
102,29,MATCH,gt_5,det_16,0.20047443727318495
103,25,MATCH,gt_1,det_12,0.04007492981902761
103,26,MATCH,gt_3,det_15,0.16076380189582481
103,27,MATCH,gt_4,det_13,0.10549881515922364
103,28,MATCH,gt_5,det_16,0.17207265907168426
103,29,MISS,gt_2,,
103,30,FP,,det_14,
104,25,MATCH,gt_1,det_12,0.03894868418830102
